,index,filepaths,labels,data set,class_index
30070,30070,train/NORTHERN SHOVELER/007.jpg,NORTHERN SHOVELER,train,208
30071,30071,train/NORTHERN SHOVELER/008.jpg,NORTHERN SHOVELER,train,208
30072,30072,train/NORTHERN SHOVELER/009.jpg,NORTHERN SHOVELER,train,208
30073,30073,train/NORTHERN SHOVELER/010.jpg,NORTHERN SHOVELER,train,208
30074,30074,train/NORTHERN SHOVELER/011.jpg,NORTHERN SHOVELER,train,208
30075,30075,train/NORTHERN SHOVELER/012.jpg,NORTHERN SHOVELER,train,208
30076,30076,train/NORTHERN SHOVELER/013.jpg,NORTHERN SHOVELER,train,208
30077,30077,train/NORTHERN SHOVELER/014.jpg,NORTHERN SHOVELER,train,208
30078,30078,train/NORTHERN SHOVELER/015.jpg,NORTHERN SHOVELER,train,208
30079,30079,train/NORTHERN SHOVELER/016.jpg,NORTHERN SHOVELER,train,208
30080,30080,train/NORTHERN SHOVELER/017.jpg,NORTHERN SHOVELER,train,208
30081,30081,train/NORTHERN SHOVELER/018.jpg,NORTHERN SHOVELER,train,208
30082,30082,train/NORTHERN SHOVELER/019.jpg,NORTHERN SHOVELER,train,208
30083,30083,train/NORTHERN SHOVELER/020.jpg,NORTHERN SHOVELER,train,208
30084,30084,train/NORTHERN SHOVELER/021.jpg,NORTHERN SHOVELER,train,208
30085,30085,train/NORTHERN SHOVELER/022.jpg,NORTHERN SHOVELER,train,208
30086,30086,train/NORTHERN SHOVELER/023.jpg,NORTHERN SHOVELER,train,208
30087,30087,train/NORTHERN SHOVELER/024.jpg,NORTHERN SHOVELER,train,208
30088,30088,train/NORTHERN SHOVELER/025.jpg,NORTHERN SHOVELER,train,208
30089,30089,train/NORTHERN SHOVELER/026.jpg,NORTHERN SHOVELER,train,208
30090,30090,train/NORTHERN SHOVELER/027.jpg,NORTHERN SHOVELER,train,208
30091,30091,train/NORTHERN SHOVELER/028.jpg,NORTHERN SHOVELER,train,208
30092,30092,train/NORTHERN SHOVELER/029.jpg,NORTHERN SHOVELER,train,208
30093,30093,train/NORTHERN SHOVELER/030.jpg,NORTHERN SHOVELER,train,208
30094,30094,train/NORTHERN SHOVELER/031.jpg,NORTHERN SHOVELER,train,208
30095,30095,train/NORTHERN SHOVELER/032.jpg,NORTHERN SHOVELER,train,208
30096,30096,train/NORTHERN SHOVELER/033.jpg,NORTHERN SHOVELER,train,208
30097,30097,train/NORTHERN SHOVELER/034.jpg,NORTHERN SHOVELER,train,208
30098,30098,train/NORTHERN SHOVELER/035.jpg,NORTHERN SHOVELER,train,208
30099,30099,train/NORTHERN SHOVELER/036.jpg,NORTHERN SHOVELER,train,208
30100,30100,train/NORTHERN SHOVELER/037.jpg,NORTHERN SHOVELER,train,208
30101,30101,train/NORTHERN SHOVELER/038.jpg,NORTHERN SHOVELER,train,208
30102,30102,train/NORTHERN SHOVELER/039.jpg,NORTHERN SHOVELER,train,208
30103,30103,train/NORTHERN SHOVELER/040.jpg,NORTHERN SHOVELER,train,208
30104,30104,train/NORTHERN SHOVELER/041.jpg,NORTHERN SHOVELER,train,208
30105,30105,train/NORTHERN SHOVELER/042.jpg,NORTHERN SHOVELER,train,208
30106,30106,train/NORTHERN SHOVELER/043.jpg,NORTHERN SHOVELER,train,208
30107,30107,train/NORTHERN SHOVELER/044.jpg,NORTHERN SHOVELER,train,208
30108,30108,train/NORTHERN SHOVELER/045.jpg,NORTHERN SHOVELER,train,208
30109,30109,train/NORTHERN SHOVELER/046.jpg,NORTHERN SHOVELER,train,208
30110,30110,train/NORTHERN SHOVELER/047.jpg,NORTHERN SHOVELER,train,208
30111,30111,train/NORTHERN SHOVELER/048.jpg,NORTHERN SHOVELER,train,208
30112,30112,train/NORTHERN SHOVELER/049.jpg,NORTHERN SHOVELER,train,208
30113,30113,train/NORTHERN SHOVELER/050.jpg,NORTHERN SHOVELER,train,208
30114,30114,train/NORTHERN SHOVELER/051.jpg,NORTHERN SHOVELER,train,208
30115,30115,train/NORTHERN SHOVELER/052.jpg,NORTHERN SHOVELER,train,208
30116,30116,train/NORTHERN SHOVELER/053.jpg,NORTHERN SHOVELER,train,208
30117,30117,train/NORTHERN SHOVELER/054.jpg,NORTHERN SHOVELER,train,208
30118,30118,train/NORTHERN SHOVELER/055.jpg,NORTHERN SHOVELER,train,208
30119,30119,train/NORTHERN SHOVELER/056.jpg,NORTHERN SHOVELER,train,208
30120,30120,train/NORTHERN SHOVELER/057.jpg,NORTHERN SHOVELER,train,208
30121,30121,train/NORTHERN SHOVELER/058.jpg,NORTHERN SHOVELER,train,208
30122,30122,train/NORTHERN SHOVELER/059.jpg,NORTHERN SHOVELER,train,208
30123,30123,train/NORTHERN SHOVELER/060.jpg,NORTHERN SHOVELER,train,208
30124,30124,train/NORTHERN SHOVELER/061.jpg,NORTHERN SHOVELER,train,208
30125,30125,train/NORTHERN SHOVELER/062.jpg,NORTHERN SHOVELER,train,208
30126,30126,train/NORTHERN SHOVELER/063.jpg,NORTHERN SHOVELER,train,208
30127,30127,train/NORTHERN SHOVELER/064.jpg,NORTHERN SHOVELER,train,208
30128,30128,train/NORTHERN SHOVELER/065.jpg,NORTHERN SHOVELER,train,208
30129,30129,train/NORTHERN SHOVELER/066.jpg,NORTHERN SHOVELER,train,208
30130,30130,train/NORTHERN SHOVELER/067.jpg,NORTHERN SHOVELER,train,208
30131,30131,train/NORTHERN SHOVELER/068.jpg,NORTHERN SHOVELER,train,208
30132,30132,train/NORTHERN SHOVELER/069.jpg,NORTHERN SHOVELER,train,208
30133,30133,train/NORTHERN SHOVELER/070.jpg,NORTHERN SHOVELER,train,208
30134,30134,train/NORTHERN SHOVELER/071.jpg,NORTHERN SHOVELER,train,208
30135,30135,train/NORTHERN SHOVELER/072.jpg,NORTHERN SHOVELER,train,208
30136,30136,train/NORTHERN SHOVELER/073.jpg,NORTHERN SHOVELER,train,208
30137,30137,train/NORTHERN SHOVELER/074.jpg,NORTHERN SHOVELER,train,208
30138,30138,train/NORTHERN SHOVELER/075.jpg,NORTHERN SHOVELER,train,208
30139,30139,train/NORTHERN SHOVELER/076.jpg,NORTHERN SHOVELER,train,208
30140,30140,train/NORTHERN SHOVELER/077.jpg,NORTHERN SHOVELER,train,208
30141,30141,train/NORTHERN SHOVELER/078.jpg,NORTHERN SHOVELER,train,208
30142,30142,train/NORTHERN SHOVELER/079.jpg,NORTHERN SHOVELER,train,208
30143,30143,train/NORTHERN SHOVELER/080.jpg,NORTHERN SHOVELER,train,208
30144,30144,train/NORTHERN SHOVELER/081.jpg,NORTHERN SHOVELER,train,208
30145,30145,train/NORTHERN SHOVELER/082.jpg,NORTHERN SHOVELER,train,208
30146,30146,train/NORTHERN SHOVELER/083.jpg,NORTHERN SHOVELER,train,208
30147,30147,train/NORTHERN SHOVELER/084.jpg,NORTHERN SHOVELER,train,208
30148,30148,train/NORTHERN SHOVELER/085.jpg,NORTHERN SHOVELER,train,208
30149,30149,train/NORTHERN SHOVELER/086.jpg,NORTHERN SHOVELER,train,208
30150,30150,train/NORTHERN SHOVELER/087.jpg,NORTHERN SHOVELER,train,208
30151,30151,train/NORTHERN SHOVELER/088.jpg,NORTHERN SHOVELER,train,208
30152,30152,train/NORTHERN SHOVELER/089.jpg,NORTHERN SHOVELER,train,208
30153,30153,train/NORTHERN SHOVELER/090.jpg,NORTHERN SHOVELER,train,208
30154,30154,train/NORTHERN SHOVELER/091.jpg,NORTHERN SHOVELER,train,208
30155,30155,train/NORTHERN SHOVELER/092.jpg,NORTHERN SHOVELER,train,208
30156,30156,train/NORTHERN SHOVELER/093.jpg,NORTHERN SHOVELER,train,208
30157,30157,train/NORTHERN SHOVELER/094.jpg,NORTHERN SHOVELER,train,208
30158,30158,train/NORTHERN SHOVELER/095.jpg,NORTHERN SHOVELER,train,208
30159,30159,train/NORTHERN SHOVELER/096.jpg,NORTHERN SHOVELER,train,208
30160,30160,train/NORTHERN SHOVELER/097.jpg,NORTHERN SHOVELER,train,208
30161,30161,train/NORTHERN SHOVELER/098.jpg,NORTHERN SHOVELER,train,208
30162,30162,train/NORTHERN SHOVELER/099.jpg,NORTHERN SHOVELER,train,208
30163,30163,train/NORTHERN SHOVELER/100.jpg,NORTHERN SHOVELER,train,208
30164,30164,train/NORTHERN SHOVELER/101.jpg,NORTHERN SHOVELER,train,208
30165,30165,train/NORTHERN SHOVELER/102.jpg,NORTHERN SHOVELER,train,208
30166,30166,train/NORTHERN SHOVELER/103.jpg,NORTHERN SHOVELER,train,208
30167,30167,train/NORTHERN SHOVELER/104.jpg,NORTHERN SHOVELER,train,208
30168,30168,train/NORTHERN SHOVELER/105.jpg,NORTHERN SHOVELER,train,208
30169,30169,train/NORTHERN SHOVELER/106.jpg,NORTHERN SHOVELER,train,208
30170,30170,train/NORTHERN SHOVELER/107.jpg,NORTHERN SHOVELER,train,208
30171,30171,train/NORTHERN SHOVELER/108.jpg,NORTHERN SHOVELER,train,208
30172,30172,train/NORTHERN SHOVELER/109.jpg,NORTHERN SHOVELER,train,208
30173,30173,train/NORTHERN SHOVELER/110.jpg,NORTHERN SHOVELER,train,208
30174,30174,train/NORTHERN SHOVELER/111.jpg,NORTHERN SHOVELER,train,208
30175,30175,train/NORTHERN SHOVELER/112.jpg,NORTHERN SHOVELER,train,208
30176,30176,train/NORTHERN SHOVELER/113.jpg,NORTHERN SHOVELER,train,208
30177,30177,train/NORTHERN SHOVELER/114.jpg,NORTHERN SHOVELER,train,208
30178,30178,train/NORTHERN SHOVELER/115.jpg,NORTHERN SHOVELER,train,208
30179,30179,train/NORTHERN SHOVELER/116.jpg,NORTHERN SHOVELER,train,208
30180,30180,train/NORTHERN SHOVELER/117.jpg,NORTHERN SHOVELER,train,208
30181,30181,train/NORTHERN SHOVELER/118.jpg,NORTHERN SHOVELER,train,208
30182,30182,train/NORTHERN SHOVELER/119.jpg,NORTHERN SHOVELER,train,208
30183,30183,train/NORTHERN SHOVELER/120.jpg,NORTHERN SHOVELER,train,208
30184,30184,train/NORTHERN SHOVELER/121.jpg,NORTHERN SHOVELER,train,208
30185,30185,train/NORTHERN SHOVELER/122.jpg,NORTHERN SHOVELER,train,208
30186,30186,train/NORTHERN SHOVELER/123.jpg,NORTHERN SHOVELER,train,208
30187,30187,train/NORTHERN SHOVELER/124.jpg,NORTHERN SHOVELER,train,208
30188,30188,train/NORTHERN SHOVELER/125.jpg,NORTHERN SHOVELER,train,208
30189,30189,train/NORTHERN SHOVELER/126.jpg,NORTHERN SHOVELER,train,208
30190,30190,train/NORTHERN SHOVELER/127.jpg,NORTHERN SHOVELER,train,208
30191,30191,train/NORTHERN SHOVELER/128.jpg,NORTHERN SHOVELER,train,208
30192,30192,train/NORTHERN SHOVELER/129.jpg,NORTHERN SHOVELER,train,208
30193,30193,train/NORTHERN SHOVELER/130.jpg,NORTHERN SHOVELER,train,208
30194,30194,train/OCELLATED TURKEY/001.jpg,OCELLATED TURKEY,train,209
30195,30195,train/OCELLATED TURKEY/002.jpg,OCELLATED TURKEY,train,209
30196,30196,train/OCELLATED TURKEY/003.jpg,OCELLATED TURKEY,train,209
30197,30197,train/OCELLATED TURKEY/004.jpg,OCELLATED TURKEY,train,209
30198,30198,train/OCELLATED TURKEY/005.jpg,OCELLATED TURKEY,train,209
30199,30199,train/OCELLATED TURKEY/006.jpg,OCELLATED TURKEY,train,209
30200,30200,train/OCELLATED TURKEY/007.jpg,OCELLATED TURKEY,train,209
30201,30201,train/OCELLATED TURKEY/008.jpg,OCELLATED TURKEY,train,209
30202,30202,train/OCELLATED TURKEY/009.jpg,OCELLATED TURKEY,train,209
30203,30203,train/OCELLATED TURKEY/010.jpg,OCELLATED TURKEY,train,209
30204,30204,train/OCELLATED TURKEY/011.jpg,OCELLATED TURKEY,train,209
30205,30205,train/OCELLATED TURKEY/012.jpg,OCELLATED TURKEY,train,209
30206,30206,train/OCELLATED TURKEY/013.jpg,OCELLATED TURKEY,train,209
30207,30207,train/OCELLATED TURKEY/014.jpg,OCELLATED TURKEY,train,209
30208,30208,train/OCELLATED TURKEY/015.jpg,OCELLATED TURKEY,train,209
30209,30209,train/OCELLATED TURKEY/016.jpg,OCELLATED TURKEY,train,209
30210,30210,train/OCELLATED TURKEY/017.jpg,OCELLATED TURKEY,train,209
30211,30211,train/OCELLATED TURKEY/018.jpg,OCELLATED TURKEY,train,209
30212,30212,train/OCELLATED TURKEY/019.jpg,OCELLATED TURKEY,train,209
30213,30213,train/OCELLATED TURKEY/020.jpg,OCELLATED TURKEY,train,209
30214,30214,train/OCELLATED TURKEY/021.jpg,OCELLATED TURKEY,train,209
30215,30215,train/OCELLATED TURKEY/022.jpg,OCELLATED TURKEY,train,209
30216,30216,train/OCELLATED TURKEY/023.jpg,OCELLATED TURKEY,train,209
30217,30217,train/OCELLATED TURKEY/024.jpg,OCELLATED TURKEY,train,209
30218,30218,train/OCELLATED TURKEY/025.jpg,OCELLATED TURKEY,train,209
30219,30219,train/OCELLATED TURKEY/026.jpg,OCELLATED TURKEY,train,209
30220,30220,train/OCELLATED TURKEY/027.jpg,OCELLATED TURKEY,train,209
30221,30221,train/OCELLATED TURKEY/028.jpg,OCELLATED TURKEY,train,209
30222,30222,train/OCELLATED TURKEY/029.jpg,OCELLATED TURKEY,train,209
30223,30223,train/OCELLATED TURKEY/030.jpg,OCELLATED TURKEY,train,209
30224,30224,train/OCELLATED TURKEY/031.jpg,OCELLATED TURKEY,train,209
30225,30225,train/OCELLATED TURKEY/032.jpg,OCELLATED TURKEY,train,209
30226,30226,train/OCELLATED TURKEY/033.jpg,OCELLATED TURKEY,train,209
30227,30227,train/OCELLATED TURKEY/034.jpg,OCELLATED TURKEY,train,209
30228,30228,train/OCELLATED TURKEY/035.jpg,OCELLATED TURKEY,train,209
30229,30229,train/OCELLATED TURKEY/036.jpg,OCELLATED TURKEY,train,209
30230,30230,train/OCELLATED TURKEY/037.jpg,OCELLATED TURKEY,train,209
30231,30231,train/OCELLATED TURKEY/038.jpg,OCELLATED TURKEY,train,209
30232,30232,train/OCELLATED TURKEY/039.jpg,OCELLATED TURKEY,train,209
30233,30233,train/OCELLATED TURKEY/040.jpg,OCELLATED TURKEY,train,209
30234,30234,train/OCELLATED TURKEY/041.jpg,OCELLATED TURKEY,train,209
30235,30235,train/OCELLATED TURKEY/042.jpg,OCELLATED TURKEY,train,209
30236,30236,train/OCELLATED TURKEY/043.jpg,OCELLATED TURKEY,train,209
30237,30237,train/OCELLATED TURKEY/044.jpg,OCELLATED TURKEY,train,209
30238,30238,train/OCELLATED TURKEY/045.jpg,OCELLATED TURKEY,train,209
30239,30239,train/OCELLATED TURKEY/046.jpg,OCELLATED TURKEY,train,209
30240,30240,train/OCELLATED TURKEY/047.jpg,OCELLATED TURKEY,train,209
30241,30241,train/OCELLATED TURKEY/048.jpg,OCELLATED TURKEY,train,209
30242,30242,train/OCELLATED TURKEY/049.jpg,OCELLATED TURKEY,train,209
30243,30243,train/OCELLATED TURKEY/050.jpg,OCELLATED TURKEY,train,209
30244,30244,train/OCELLATED TURKEY/051.jpg,OCELLATED TURKEY,train,209
30245,30245,train/OCELLATED TURKEY/052.jpg,OCELLATED TURKEY,train,209
30246,30246,train/OCELLATED TURKEY/053.jpg,OCELLATED TURKEY,train,209
30247,30247,train/OCELLATED TURKEY/054.jpg,OCELLATED TURKEY,train,209
30248,30248,train/OCELLATED TURKEY/055.jpg,OCELLATED TURKEY,train,209
30249,30249,train/OCELLATED TURKEY/056.jpg,OCELLATED TURKEY,train,209
30250,30250,train/OCELLATED TURKEY/057.jpg,OCELLATED TURKEY,train,209
30251,30251,train/OCELLATED TURKEY/058.jpg,OCELLATED TURKEY,train,209
30252,30252,train/OCELLATED TURKEY/059.jpg,OCELLATED TURKEY,train,209
30253,30253,train/OCELLATED TURKEY/060.jpg,OCELLATED TURKEY,train,209
30254,30254,train/OCELLATED TURKEY/061.jpg,OCELLATED TURKEY,train,209
30255,30255,train/OCELLATED TURKEY/062.jpg,OCELLATED TURKEY,train,209
30256,30256,train/OCELLATED TURKEY/063.jpg,OCELLATED TURKEY,train,209
30257,30257,train/OCELLATED TURKEY/064.jpg,OCELLATED TURKEY,train,209
30258,30258,train/OCELLATED TURKEY/065.jpg,OCELLATED TURKEY,train,209
30259,30259,train/OCELLATED TURKEY/066.jpg,OCELLATED TURKEY,train,209
30260,30260,train/OCELLATED TURKEY/067.jpg,OCELLATED TURKEY,train,209
30261,30261,train/OCELLATED TURKEY/068.jpg,OCELLATED TURKEY,train,209
30262,30262,train/OCELLATED TURKEY/069.jpg,OCELLATED TURKEY,train,209
30263,30263,train/OCELLATED TURKEY/070.jpg,OCELLATED TURKEY,train,209
30264,30264,train/OCELLATED TURKEY/071.jpg,OCELLATED TURKEY,train,209
30265,30265,train/OCELLATED TURKEY/072.jpg,OCELLATED TURKEY,train,209
30266,30266,train/OCELLATED TURKEY/073.jpg,OCELLATED TURKEY,train,209
30267,30267,train/OCELLATED TURKEY/074.jpg,OCELLATED TURKEY,train,209
30268,30268,train/OCELLATED TURKEY/075.jpg,OCELLATED TURKEY,train,209
30269,30269,train/OCELLATED TURKEY/076.jpg,OCELLATED TURKEY,train,209
30270,30270,train/OCELLATED TURKEY/077.jpg,OCELLATED TURKEY,train,209
30271,30271,train/OCELLATED TURKEY/078.jpg,OCELLATED TURKEY,train,209
30272,30272,train/OCELLATED TURKEY/079.jpg,OCELLATED TURKEY,train,209
30273,30273,train/OCELLATED TURKEY/080.jpg,OCELLATED TURKEY,train,209
30274,30274,train/OCELLATED TURKEY/081.jpg,OCELLATED TURKEY,train,209
30275,30275,train/OCELLATED TURKEY/082.jpg,OCELLATED TURKEY,train,209
30276,30276,train/OCELLATED TURKEY/083.jpg,OCELLATED TURKEY,train,209
30277,30277,train/OCELLATED TURKEY/084.jpg,OCELLATED TURKEY,train,209
30278,30278,train/OCELLATED TURKEY/085.jpg,OCELLATED TURKEY,train,209
30279,30279,train/OCELLATED TURKEY/086.jpg,OCELLATED TURKEY,train,209
30280,30280,train/OCELLATED TURKEY/087.jpg,OCELLATED TURKEY,train,209
30281,30281,train/OCELLATED TURKEY/088.jpg,OCELLATED TURKEY,train,209
30282,30282,train/OCELLATED TURKEY/089.jpg,OCELLATED TURKEY,train,209
30283,30283,train/OCELLATED TURKEY/090.jpg,OCELLATED TURKEY,train,209
30284,30284,train/OCELLATED TURKEY/091.jpg,OCELLATED TURKEY,train,209
30285,30285,train/OCELLATED TURKEY/092.jpg,OCELLATED TURKEY,train,209
30286,30286,train/OCELLATED TURKEY/093.jpg,OCELLATED TURKEY,train,209
30287,30287,train/OCELLATED TURKEY/094.jpg,OCELLATED TURKEY,train,209
30288,30288,train/OCELLATED TURKEY/095.jpg,OCELLATED TURKEY,train,209
30289,30289,train/OCELLATED TURKEY/096.jpg,OCELLATED TURKEY,train,209
30290,30290,train/OCELLATED TURKEY/097.jpg,OCELLATED TURKEY,train,209
30291,30291,train/OCELLATED TURKEY/098.jpg,OCELLATED TURKEY,train,209
30292,30292,train/OCELLATED TURKEY/099.jpg,OCELLATED TURKEY,train,209
30293,30293,train/OCELLATED TURKEY/100.jpg,OCELLATED TURKEY,train,209
30294,30294,train/OCELLATED TURKEY/101.jpg,OCELLATED TURKEY,train,209
30295,30295,train/OCELLATED TURKEY/102.jpg,OCELLATED TURKEY,train,209
30296,30296,train/OCELLATED TURKEY/103.jpg,OCELLATED TURKEY,train,209
30297,30297,train/OCELLATED TURKEY/104.jpg,OCELLATED TURKEY,train,209
30298,30298,train/OCELLATED TURKEY/105.jpg,OCELLATED TURKEY,train,209
30299,30299,train/OCELLATED TURKEY/106.jpg,OCELLATED TURKEY,train,209
30300,30300,train/OCELLATED TURKEY/107.jpg,OCELLATED TURKEY,train,209
30301,30301,train/OCELLATED TURKEY/108.jpg,OCELLATED TURKEY,train,209
30302,30302,train/OCELLATED TURKEY/109.jpg,OCELLATED TURKEY,train,209
30303,30303,train/OCELLATED TURKEY/110.jpg,OCELLATED TURKEY,train,209
30304,30304,train/OCELLATED TURKEY/111.jpg,OCELLATED TURKEY,train,209
30305,30305,train/OCELLATED TURKEY/112.jpg,OCELLATED TURKEY,train,209
30306,30306,train/OCELLATED TURKEY/113.jpg,OCELLATED TURKEY,train,209
30307,30307,train/OCELLATED TURKEY/114.jpg,OCELLATED TURKEY,train,209
30308,30308,train/OCELLATED TURKEY/115.jpg,OCELLATED TURKEY,train,209
30309,30309,train/OCELLATED TURKEY/116.jpg,OCELLATED TURKEY,train,209
30310,30310,train/OCELLATED TURKEY/117.jpg,OCELLATED TURKEY,train,209
30311,30311,train/OCELLATED TURKEY/118.jpg,OCELLATED TURKEY,train,209
30312,30312,train/OCELLATED TURKEY/119.jpg,OCELLATED TURKEY,train,209
30313,30313,train/OCELLATED TURKEY/120.jpg,OCELLATED TURKEY,train,209
30314,30314,train/OKINAWA RAIL/001.jpg,OKINAWA RAIL,train,210
30315,30315,train/OKINAWA RAIL/002.jpg,OKINAWA RAIL,train,210
30316,30316,train/OKINAWA RAIL/003.jpg,OKINAWA RAIL,train,210
30317,30317,train/OKINAWA RAIL/004.jpg,OKINAWA RAIL,train,210
30318,30318,train/OKINAWA RAIL/005.jpg,OKINAWA RAIL,train,210
30319,30319,train/OKINAWA RAIL/006.jpg,OKINAWA RAIL,train,210
30320,30320,train/OKINAWA RAIL/007.jpg,OKINAWA RAIL,train,210
30321,30321,train/OKINAWA RAIL/008.jpg,OKINAWA RAIL,train,210
30322,30322,train/OKINAWA RAIL/009.jpg,OKINAWA RAIL,train,210
30323,30323,train/OKINAWA RAIL/010.jpg,OKINAWA RAIL,train,210
30324,30324,train/OKINAWA RAIL/011.jpg,OKINAWA RAIL,train,210
30325,30325,train/OKINAWA RAIL/012.jpg,OKINAWA RAIL,train,210
30326,30326,train/OKINAWA RAIL/013.jpg,OKINAWA RAIL,train,210
30327,30327,train/OKINAWA RAIL/014.jpg,OKINAWA RAIL,train,210
30328,30328,train/OKINAWA RAIL/015.jpg,OKINAWA RAIL,train,210
30329,30329,train/OKINAWA RAIL/016.jpg,OKINAWA RAIL,train,210
30330,30330,train/OKINAWA RAIL/017.jpg,OKINAWA RAIL,train,210
30331,30331,train/OKINAWA RAIL/018.jpg,OKINAWA RAIL,train,210
30332,30332,train/OKINAWA RAIL/019.jpg,OKINAWA RAIL,train,210
30333,30333,train/OKINAWA RAIL/020.jpg,OKINAWA RAIL,train,210
30334,30334,train/OKINAWA RAIL/021.jpg,OKINAWA RAIL,train,210
30335,30335,train/OKINAWA RAIL/022.jpg,OKINAWA RAIL,train,210
30336,30336,train/OKINAWA RAIL/023.jpg,OKINAWA RAIL,train,210
30337,30337,train/OKINAWA RAIL/024.jpg,OKINAWA RAIL,train,210
30338,30338,train/OKINAWA RAIL/025.jpg,OKINAWA RAIL,train,210
30339,30339,train/OKINAWA RAIL/026.jpg,OKINAWA RAIL,train,210
30340,30340,train/OKINAWA RAIL/027.jpg,OKINAWA RAIL,train,210
30341,30341,train/OKINAWA RAIL/028.jpg,OKINAWA RAIL,train,210
30342,30342,train/OKINAWA RAIL/029.jpg,OKINAWA RAIL,train,210
30343,30343,train/OKINAWA RAIL/030.jpg,OKINAWA RAIL,train,210
30344,30344,train/OKINAWA RAIL/031.jpg,OKINAWA RAIL,train,210
30345,30345,train/OKINAWA RAIL/032.jpg,OKINAWA RAIL,train,210
30346,30346,train/OKINAWA RAIL/033.jpg,OKINAWA RAIL,train,210
30347,30347,train/OKINAWA RAIL/034.jpg,OKINAWA RAIL,train,210
30348,30348,train/OKINAWA RAIL/035.jpg,OKINAWA RAIL,train,210
30349,30349,train/OKINAWA RAIL/036.jpg,OKINAWA RAIL,train,210
30350,30350,train/OKINAWA RAIL/037.jpg,OKINAWA RAIL,train,210
30351,30351,train/OKINAWA RAIL/038.jpg,OKINAWA RAIL,train,210
30352,30352,train/OKINAWA RAIL/039.jpg,OKINAWA RAIL,train,210
30353,30353,train/OKINAWA RAIL/040.jpg,OKINAWA RAIL,train,210
30354,30354,train/OKINAWA RAIL/041.jpg,OKINAWA RAIL,train,210
30355,30355,train/OKINAWA RAIL/042.jpg,OKINAWA RAIL,train,210
30356,30356,train/OKINAWA RAIL/043.jpg,OKINAWA RAIL,train,210
30357,30357,train/OKINAWA RAIL/044.jpg,OKINAWA RAIL,train,210
30358,30358,train/OKINAWA RAIL/045.jpg,OKINAWA RAIL,train,210
30359,30359,train/OKINAWA RAIL/046.jpg,OKINAWA RAIL,train,210
30360,30360,train/OKINAWA RAIL/047.jpg,OKINAWA RAIL,train,210
30361,30361,train/OKINAWA RAIL/048.jpg,OKINAWA RAIL,train,210
30362,30362,train/OKINAWA RAIL/049.jpg,OKINAWA RAIL,train,210
30363,30363,train/OKINAWA RAIL/050.jpg,OKINAWA RAIL,train,210
30364,30364,train/OKINAWA RAIL/051.jpg,OKINAWA RAIL,train,210
30365,30365,train/OKINAWA RAIL/052.jpg,OKINAWA RAIL,train,210
30366,30366,train/OKINAWA RAIL/053.jpg,OKINAWA RAIL,train,210
30367,30367,train/OKINAWA RAIL/054.jpg,OKINAWA RAIL,train,210
30368,30368,train/OKINAWA RAIL/055.jpg,OKINAWA RAIL,train,210
30369,30369,train/OKINAWA RAIL/056.jpg,OKINAWA RAIL,train,210
30370,30370,train/OKINAWA RAIL/057.jpg,OKINAWA RAIL,train,210
30371,30371,train/OKINAWA RAIL/058.jpg,OKINAWA RAIL,train,210
30372,30372,train/OKINAWA RAIL/059.jpg,OKINAWA RAIL,train,210
30373,30373,train/OKINAWA RAIL/060.jpg,OKINAWA RAIL,train,210
30374,30374,train/OKINAWA RAIL/061.jpg,OKINAWA RAIL,train,210
30375,30375,train/OKINAWA RAIL/062.jpg,OKINAWA RAIL,train,210
30376,30376,train/OKINAWA RAIL/063.jpg,OKINAWA RAIL,train,210
30377,30377,train/OKINAWA RAIL/064.jpg,OKINAWA RAIL,train,210
30378,30378,train/OKINAWA RAIL/065.jpg,OKINAWA RAIL,train,210
30379,30379,train/OKINAWA RAIL/066.jpg,OKINAWA RAIL,train,210
30380,30380,train/OKINAWA RAIL/067.jpg,OKINAWA RAIL,train,210
30381,30381,train/OKINAWA RAIL/068.jpg,OKINAWA RAIL,train,210
30382,30382,train/OKINAWA RAIL/069.jpg,OKINAWA RAIL,train,210
30383,30383,train/OKINAWA RAIL/070.jpg,OKINAWA RAIL,train,210
30384,30384,train/OKINAWA RAIL/071.jpg,OKINAWA RAIL,train,210
30385,30385,train/OKINAWA RAIL/072.jpg,OKINAWA RAIL,train,210
30386,30386,train/OKINAWA RAIL/073.jpg,OKINAWA RAIL,train,210
30387,30387,train/OKINAWA RAIL/074.jpg,OKINAWA RAIL,train,210
30388,30388,train/OKINAWA RAIL/075.jpg,OKINAWA RAIL,train,210
30389,30389,train/OKINAWA RAIL/076.jpg,OKINAWA RAIL,train,210
30390,30390,train/OKINAWA RAIL/077.jpg,OKINAWA RAIL,train,210
30391,30391,train/OKINAWA RAIL/078.jpg,OKINAWA RAIL,train,210
30392,30392,train/OKINAWA RAIL/079.jpg,OKINAWA RAIL,train,210
30393,30393,train/OKINAWA RAIL/080.jpg,OKINAWA RAIL,train,210
30394,30394,train/OKINAWA RAIL/081.jpg,OKINAWA RAIL,train,210
30395,30395,train/OKINAWA RAIL/082.jpg,OKINAWA RAIL,train,210
30396,30396,train/OKINAWA RAIL/083.jpg,OKINAWA RAIL,train,210
30397,30397,train/OKINAWA RAIL/084.jpg,OKINAWA RAIL,train,210
30398,30398,train/OKINAWA RAIL/085.jpg,OKINAWA RAIL,train,210
30399,30399,train/OKINAWA RAIL/086.jpg,OKINAWA RAIL,train,210
30400,30400,train/OKINAWA RAIL/087.jpg,OKINAWA RAIL,train,210
